pubkey,balance,txn_count,total_transacted,total_fee,avg_txn,avg_fee_percent
Cf5tVqEdFxAqPdJBdidgdw5pujqyi8KbmaH3c7a1QWY9,872129935390515,22,1919190390934,110000,87235926860,5.73158351144448e-06
G3v86B68CEHPrfoDnxiXUCHns5R1EVzsEEWD7KiXfQZb,2745800065838963,66,863027318500,330000,13076171492,3.823749178340755e-05
53n49KjcxGhevW2kMZnqK6BCHz6yGXcwn4z3KhzYq6zc,3854632957184477,5,670661625000,25000,134132325000,3.7276622171426615e-06
2Wpj2bdHx9E6pBZ5deKdJb7wrneU9Yt7n816DnYmi2Do,1179496423060297,28,678399418190,160000,24228550649,2.358492588730208e-05
D3HyETQQFYcyU2nSg33eXMoqzLAyu3aRoeaeRrEj3zvZ,34382466716073,16,878520075350,80000,54907504709,9.106223323141274e-06
8i1j31UuRkrG3tfCzT7RGgMTapcREvgyUS2CVGa41cjg,443724953492609,59,8427294978374,295000,142835508108,3.500530131638024e-06
688bVqWYquTHmfwigjx64vrgMbnt7gWCfRBAYmcJvnA4,7568652335729,34,4030035769888,175000,118530463820,4.342393219126774e-06
G5tY1kyESoMByfMFdHBL39rbHXs8cBFZKVm8AeiJcb2j,4092621512551011,6,700802555740,30000,116800425956,4.280806306181637e-06
8bPfpc36yLTbR3ri6gAzkRmmMecaJZtqPsw77ub6zLA8,2789173255992720,6,877631990000,30000,146271998333,3.4182892535628744e-06
6Cr3qKNsjQ4LR7rjSzsds6hnqybyVTckRGESGpDPxN9E,4062545121107285,5,989747709134,25000,197949541826,2.5258962227732016e-06
FA11zRRxSLTBeZK9FFRKnsn9v5bf2BmCuwwwu1pJgUcN,41107870748054,32,1571616894794,160000,49113027962,1.0180598117136684e-05
HNNohWs1AzAHc1giz5Wt94ZazfXwxSFi7F6L6JY9YaGr,2085309398246014,8,581551538450,40000,72693942306,6.878152210999452e-06
85sDKYLiM8N6oeexgGnK1DmPGpSQf8XsUyKU1qTMG7vW,76341850963341,14,1385239240954,70000,98945660068,5.053278735577237e-06
9n8WaPsst7pxYmR7w9dwVoZEKBgnt1JErV16THtxg4aR,1135952222326174,48,1685075261337,320000,35105734611,1.8990249714193794e-05
AWkz1cq5FWnfzmvs23hnjsRXpJw7tWxqiEAVi3JJ3xeU,33819704293884,25,1637782745738,130000,65511309829,7.93756072582269e-06
DvHvMzw84c4vnZjim8V31UFn45h6LhKAUH8iAjRdtP82,21791774814810,6,642815184927,30000,107135864154,4.666971270040375e-06
78nk7o9Zmvut76C5JinbVnYpScgEJBrSDyTSbNznVsrp,219958217875142,19,1460954056614,95000,76892318769,6.5026001036732144e-06
HT7Yu1v6RrPV5R8P4tjXNotzakT2yk3rka1BthFC91W,2648018657198217,11,1139416695020,55000,103583335910,4.827031255587719e-06
HRBx5nHU8QMzp19XHfxNQwtCFeJxg59VUTbDZstFQXCp,53464942963472,3,538863110000,15000,179621036666,2.7836383158609612e-06
9FR73VHacvZ4CtodwLF9LkSJAhuGcKfs55x35ByZTjXh,2185316372413122,45,4098108313586,225000,91069073635,5.490338048266872e-06
FUbwxGvkapyWSMTfNQc8bmn5SKTKFZzd6NM2C3KJmL2E,32813544481409,24,1220621406743,120000,50859225280,9.831058126384786e-06
HfZKcrLyTdNa2jnzs2HpGbNZrRMCaJru9n9EmA8Rbnb1,265958679791358,10,1300613706750,50000,130061370675,3.844339002465307e-06
92EjDpez9jv9KE8GeTn7fpUHLj6dqFDgcmrhdWsWDpa5,27043128658196,11,1640831985000,55000,149166544090,3.351958061690271e-06
Di3TYvAEQpez2BQTW8kY2rUZd9UEz6rw288sTSeXCbBm,2255226043484627,5,523411980340,25000,104682396068,4.776352269155246e-06
8r75cYbinsRUwaDEk1cWC8iqzXDjTJtHpqgLVwmMMDbF,2535525943538950,4,456527564678,20000,114131891169,4.380896477544896e-06
Dtymg1zpwztY6X2Jd4YBYhxjEw6MwLiMUCwW4enREVoC,40752186143525,13,958122570000,65000,73701736153,6.784100702272362e-06
7zExK7KeiNFNd3q63TLEhQXprF4pQDnnT3ot4VL1mGZ9,3342764462605935,46,2876038538356,230000,62522576920,7.99711119766401e-06
EoYxrLREESoA4EdKJyQwS78AgNXAF2mUcSn421yZyPKq,1180775217683234,3,460332808460,15000,153444269486,3.2585120426634556e-06
GMXFdejpkypDxBH6vJn3mEcJ2MPbMxgYKyyfVrwU6JSG,2366890318849008,4,8762038722660,20000,2190509680665,2.2825737973831227e-07
BFNvubqBxXvorBLKX2SQY9Ex5EHjffviiGwv9eVYhMyH,19155613069404,7,878027584569,35000,125432512081,3.986207337344709e-06
7N58rXLTYfkkwke7NZa11ut1qg4UgnQuqXV9XdLhb8QW,4021875696276291,4,448809985000,20000,112202496250,4.45622884259137e-06
DxV8AyRunDXKYcykjqQpsg3nYrRJgznXF5p7DcEc1HgR,46303342129946,4,486602585000,20000,121650646250,4.1101302410878066e-06
3YGpdJwQyMkiSNAhD8wPLR9ScxeJYRdWBrncFcyuRvJf,1013986905812110,3,549969995000,15000,183323331666,2.727421520514042e-06
GE8ULc8AUB8VXiqcqSLYpHGzJRBvvqWFgT9wFzLxQQwd,27212030278451,4,495120857902,20000,123780214475,4.039417786749478e-06
8Up8bHuF38PhTZZFxB6CkDapwQiB7iaWo29iu5XsXEhG,1176370522535107,18,974481897203,90000,54137883177,9.235676953909753e-06
CdayudN32ar6Y5Z3njNEwqeHxvWPB6FdX3vdNQvTpMnL,503924385983049,17,2060011430632,85000,121177142978,4.12619069661776e-06
Dw5QxMPBtmN3Z9CWUVDHaRnryGNv2n52ehzt9Z9g4254,1121581678300860,58,1388537054517,290000,23940294043,2.0885290677451595e-05
GG7Vb3BqQ1SZaQZj9p1sdR4DBHYchE52ptSYgvfjqhcc,3854045640589432,4,390760834280,20000,97690208570,5.118220211821173e-06
BtPHFYLjbFiTZxdLZ7XTAQ5tm86stj6sDXFw6kbbrQn7,37429717996562,18,892929248749,90000,49607180486,1.007918601905925e-05
BVb2dseAJBM8nPSk3TAskbHLsMspf6Xz9M23VxhuLuXQ,2016949345972605,2,743995000,10000,371997500,0.0013440950544022473
6bp3GyiK7cQm53JKMYqU4kVWvVJaKfXnnRCXJCSmdAmn,3071605678799225,4,404806394000,20000,101201598500,4.940633422899935e-06
4YGagXNXcAkvyieBc68RNGjYo75ZynidMLCitYZSHUzJ,1100066105006917,1,48001165770,5000,48001165770,1.0416413684529562e-05
CRd1XuUVwGXvJEyLkha7Qa9Ai1sZ83eZxphSDx4KuwMz,39230696831717,15,805962047731,75000,53730803182,9.30564909491026e-06
71xXkysqNXqHJDB8riK5U5ZDG7nCcpgswQPrLhr3DBEH,928953784857183,7,644412840920,35000,92058977274,5.4313008334892945e-06
6wxLyCDxiCVshfGod5LGEzm7PTdYg7Y9s3q8N1QWfyE,679791445755425,34,706850591320,170000,20789723274,2.4050344172809625e-05
BtXC2uDngcef45dk9NebGYubFuK6KX5sW8K9fb5UJZby,29849242682671,14,1614261359464,70000,115304382818,4.3363486085823695e-06
9it9JTSatr3nL2Lm8zM9a2hXuY6Gt5m6TSShk2s8af8Z,37803271957064,7,491611663084,35000,70230237583,7.119440531666083e-06
8fKSBmSix33FboQ97EQBo2adNJmkMuzwG5EU4cjaidjo,54674839183448,3,424570288794,15000,141523429598,3.532983912418315e-06
GCLjKLetrBYkmHadGSc3LLmQmFnpGaXgfW7jeZXQmPzm,467671425959349,14,1002371876350,70000,71597991167,6.98343615294709e-06
6wUMCpBtodCbGTajybEwyBmQBkg4ttcF8iev9ac4ikmw,1038206709998563,4,357454181206,20000,89363545301,5.595122690276785e-06
6Wudg7ndXJrkQhF8mLRvb8UasktETZM7quvqtEDDS9ht,1183469891465749,8,456368170000,40000,57046021250,8.764853166687764e-06
7DE8WwFZuqACNtBJzFa5PeV6LTcKzrmbtBzp7YzSKFHM,1177481822910247,16,798747374540,80000,49921710908,1.0015682373425282e-05
GNCyXt9oSaJkfAFEA3jeV4BEAmssaKGtiSXpdk7uxfJq,2377169678832172,7,484554690000,35000,69222098571,7.223126867268584e-06
CibZ1MTZ7rpnFfD5fa9RdLmpzCDsUMZjKyJPvfiCAheC,22202798032206,6,679936926593,30000,113322821098,4.412173957123165e-06
53iNJe3M6LoE5MpZfWoLjkUQVzGSB6mmSYf9G384SxE3,1012479700954932,5,331089995000,25000,66217999000,7.550817112428904e-06
3Sru7CqU9YMLKM116FKjT2ntR2J2i5Xd72Cz5QzSsWMT,1287839999489979,3,311999694280,15000,103999898093,4.807697018619015e-06
5r2qU947kbxTvz91fwXpPDQu1tkrUBjfwaP6NgXwN3nt,790189465699925,7,612046014860,35000,87435144980,5.7185242857934355e-06
96RdPyYnuNnasS84SeegXDYqvGif8wCUkuZzWeCkAvL8,17465181632132,6,469874795000,30000,78312465833,6.384679561286108e-06
8SD3ERRMT51cKizxMAizpf3orDLKu8CCmhvZuehUKfeC,3910296208449903,14,719735284410,70000,51409663172,9.725798014388334e-06
FbNomNP942XpUo1DzqbJjNutQrhJNdgVJ2btMty9myyL,32435091608751,65,3081133174307,325000,47402048835,1.0548067273109612e-05
HoeW7KeGPL7hYoX3ikh3zBrTWSe5rK8Y7mYMbRsBsMrg,2633943182400467,11,354929355000,55000,32266305000,1.5496041458729162e-05
FuwsciYkZJr2s4rrNcPbqMqMvwVSnsT1sTtCU2j6ooAh,1263720869679322,71,1291044430699,355000,18183724376,2.7497117183472545e-05
3HPexUqtZnsxLxWMkU6iughevaCuE5uHDmRthYo3RjB8,35064745508580,1,22100000000,5000,22100000000,2.262443438914027e-05
2F5V2ibhKFBE9q3QBh6cKXecdbNHmTBpCgJZeh2pG8p5,21268956850488,21,938346309994,105000,44683157618,1.1189898535506725e-05
vsAZeVceobcbTwk4eVwKprewqVQmosZCDx2LWFxtDu1,44418049295045,4,329110512706,20000,82277628176,6.0769860663388586e-06
4d9EAAy33szwc7XRP8HqycMebKHUMYeq21pczLbFy8Vi,2794719651577125,4,288182115000,20000,72045528750,6.940055943443958e-06
EXRJsY1qokueuEVkH7JrTEKzWZ6diJ6Dux5j6p21Rhzt,1182593911177620,36,678878753961,180000,18857743165,2.6514307444410104e-05
CmgGrvHmB6gXfFUko3o1M4Xqq5C3BPwawC8SrpHBCWJx,38170005273526,7,576575746216,35000,82367963745,6.070321242213353e-06
4YyEdJtQNi5UdkiyBdSyzUBMCCgfey7KhLirAvJRDah1,1120575963358999,12,525384833766,60000,43782069480,1.1420200231117305e-05
95B26suW4aqvEaWAZ5mxc5rCyjUCy1Vvud4AAsmjk3zo,1850601606049897,14,550850136070,70000,39346438290,1.2707630518058848e-05
8eAM4S2rnhqYcbUPsSuR5tqML4tUJqigxWxzvw5uvZ6C,2284963676872094,7,320789995000,35000,45827142142,1.091056471384028e-05
6CfqGgcmrNxtxcPGuTTHm3LhP5pWExMSVfNeWZ7mhVHR,51448137270221,8,325762544686,40000,40720318085,1.2278882472064334e-05
JC2MTFhb8qdrPzUHGdwgsfhBtEz1FYM1y9Sx3TvJvrko,1239584228443812,17,501643504316,85000,29508441430,1.694430392672961e-05
3w6pmUZZkrQfh1UV7BTP4gWBN9vKrkFodyRZ2qT6P1WE,1057209152050968,9,448194563000,45000,49799395888,1.0040282438678311e-05
Da1Lt5oLdBqmXLEV4uDwQYEzTtV2kUoj2TXnnZ5jjRJX,13961872286116,7,456842896836,35000,65263270976,7.661277047843537e-06
A7UuVDgLNwecYWL2b3tpngdXiHnuD2MSvMhx4hSXpREo,1148364930033432,37,1152465347634,185000,31147712098,1.605254339141764e-05
2eKnsbYLC4RXJQBhLhuzv6d2sXzHUXsVGkeZKzTES9Ni,4307326440290296,10,443938530010,50000,44393853001,1.1262820552853053e-05
4CFDJJm3RkXEkoxkyAti58uVqRURuLrph58XbpQudZf7,49756286792929,5,301499990000,25000,60299998000,8.29187423853646e-06
EVSvEAaCdjNQQdkxV1eBGXTRMVdQnQDzg3vz3zTm4KiH,2629943056451454,52,735286195506,260000,14140119144,3.5360380976699346e-05
DnYzmQYqbfCy2Eahxgqdyxti28hXAJPfaDYVF67oV6hy,3297028399696905,13,6257917967332,65000,481378305179,1.038684117294559e-06
2GJgodScbGMRmPPaM8NK9jnbCAXVYQq8ow9E8bMQ6WmR,2415620045120261,3,252959995000,15000,84319998333,5.929791388555333e-06
6cxkXbjvKuYtj8thKVSNqAzFchqHawJqgtSnbdLsbRdv,3074266543382150,9,255385905000,45000,28376211666,1.7620392950033793e-05
EyQVimUJ8FA7gb6ovJHcDdGE8pTZSUeHdhNgTNY4crqF,1137116473315365,25,1871128822358,125000,74845152894,6.680459330559334e-06
21CmmasivWo5PAzhwkn7DdF2JmUc2UZMhCLfEDG5XJb3,1118659373317494,8,365446452348,40000,45680806543,1.09455160237565e-05
EuFnDrEkg5Vtxoqa43C3UEqtP6SXNYQ3hbuk8ZayhopJ,1145784677100742,5,255566137560,25000,51113227512,9.782203635695155e-06
HcBnHfG4GpdxFL5Z8qtmyGbzboyP6xJ4M5v2GUiddabz,17464917020108196,45,3417973611692,225000,75954969148,6.582847779465981e-06
AfVmKiwEBCuMjCehH1JnufqNWvZMG2cVCkjeFwmJY74x,1665666573700560,3,237045624800,15000,79015208266,6.327895742710202e-06
BQ4wcatpXhw24GLv8SsKJgqbojQxbZLhfULhrujXuqz7,62079376156905,3,241546445751,15000,80515481917,6.209985807641676e-06
6ZyvK3Po9tkQ7Cijgtx2GyLziDuHTzPE4S8P5fqXWCuM,12064673102659,12,724209235560,60000,60350769630,8.284898487051823e-06
4dT6ENLgdzHiGAnu7ZB4Xz9VgDkNLc7SEVjmx7Scg2An,1284958915614883,18,364344802620,90000,20241377923,2.4701875627924663e-05
B6VYrXeGL4e1Vmk2Cyd6fen9W9PBgyfaFvRQGCak8reS,2052848879863889,40,512901627140,200000,12822540678,3.899383223157696e-05
BuuigNj6sL8JHSiFsL8MFDVTMcAAPyMbdSUVKLFjuZkm,1214356883569063,11,419400870970,55000,38127351906,1.3113945107647184e-05
9K3v8wTfJZhhng6oiSkmn2AKj36nV8UWUHyRUDKU6EMH,729855695918367,8,238471316258,40000,29808914532,1.6773505773216077e-05
FW6hbUUyK9H6G38HrxEf2rtgzBUwW8ykLzHgdaninwwK,3742894463489764,6,358315474520,30000,59719245753,8.372510297019142e-06
5KhURzw4d7bifU8LNN9EPz3eaEM8Wq2aC8NHNBJpoRCT,1176131964321049,7,330378251760,35000,47196893108,1.0593917672712125e-05
GAqMSaejBuKi5KWSq2Vqhh4MrEgAYPQFqu3dnExqzerM,1196858476913636,5,232993691840,25000,46598738368,1.0729904231556554e-05
H7rgdMpTWWGcd1n3P6wonKj2jcDxg2GJHmstBCUsW7Pv,727954455734787,4,225738541060,20000,56434635265,8.859807415289406e-06
9uAzTCxaZBoxHPmmgc3DGWv9tBcnWuvSUAAa91uN92eL,3149959168541350,11,489478288445,55000,44498026222,1.1236453444079584e-05
AYw4VZsd9x4sqNxfeUiLMPsXjSeuXovr7hG7YmPq5N9v,1127668888751692,29,444588776218,145000,15330647455,3.26144085852722e-05
C25j8eWw2J1pjYAikGJiW3BhRVNtRhkYjEUryL3iRuBL,2470973896622294,102,9926571309364,510000,97319326562,5.1377256467084796e-06
GiwFyTxJWsU8jWb5KvfxL7GnsSms8ueJsHmvncqpZ9dw,2682669628143221,4,215895792666,20000,53973948166,9.263728465028892e-06
6oCa4vpLfyY6LokhbimJX2VbBYM4eFLsgt5nszZKNb4e,45665758005630,4,320339995000,20000,80084998750,6.2433665206244385e-06
5fTzB2D4jcWGTkTmWKz7ar9ms7daPisPqrJeS5SyDace,369166228676878,11,350504867690,55000,31864078880,1.5691650835686572e-05
Enmy5cbjwhmAGEoKN5yXR8xcbf6YuF34gyDNK1bejLV7,2023025368169484,4,247124775000,20000,61781193750,8.093077677056055e-06
3qc7zzqkV7SwWbaTcZRcoETWbShKEXCdczP2vBA5sfkU,22618914506987,10,310338721487,50000,31033872148,1.611142810681924e-05
FEEChHkwxJHZ5pr41j9n2goyRpNGV8P897Zek9ShAPU9,1044894740572668,8,249161901670,40000,31145237708,1.605381871461938e-05
GW8aFc4dHAtPCun2mFex2ccWoHPJEcKYU4AxUbZMvMET,167790623527465,8,469650734576,40000,58706341822,8.516967409007024e-06
7596UNwDgLcSFbHJiVLkmoNAKqXhzffGWSZpvcxUdtGA,2637475927017973,3,249959995000,15000,83319998333,6.000960273662991e-06
2AWCAFno854CXucPyuSfgouDZC9UgmJ8ZxPr1j69iNCq,11502555450914,10,530404211780,50000,53040421178,9.426772806385426e-06
8QHDWrMVCGexvMMd5SuJEgNeNC6UxiSvijKA69VSYx2n,47555954115490,12,608549271990,60000,50712439332,9.859513890107153e-06
7A7rA5j1VwBxf3HsZV4rNUnCp2M4x46vDbQ6Hnxh5bNZ,2956304165085331,1,25000000000,5000,25000000000,1.9999999999999998e-05
5xmR6GRDVu3poMfDuEsGMVXGYFd2yMqWuR4QDezLgxZo,2590055813308683,21,938309342668,105000,44681397269,1.1190339392917238e-05
CLiuDfUVY19HCxLBbvutFJaMBPgMN338z7fwsHHMG8eH,435416583738961,13,462343332000,65000,35564871692,1.4058816360306024e-05
Afog3cX6VGvMNXt7aocqpM1j5F71xav7yV25bx3FTaZV,37455198759259,4,214550985000,20000,53637746250,9.321793605375432e-06
9c38yg6jCUnXGQDoaxADVAuwxwbggu8uAyjHRmo64VLS,2679196520311481,17,520139235000,85000,30596425588,1.6341778177914225e-05
5nkGUoBxb4mU6RqZQhhNqCiRreRUWR2AKoUuCUVwHs5Z,27862103030792,70,6239127502203,355000,89130392888,5.689898144807131e-06
G2ZLeHuUumPgWBFotwxwmzorrLYjLij8iNiok9bYPt4W,26553095236633,25,515063467997,125000,20602538719,2.4268853795068237e-05
7FWTYKeEdnfkPFHtCWMzKwX2UUiRp4Vb8WxMhk2Bwuva,994964503767802,5,204376218000,25000,40875243600,1.2232343001865315e-05
8Eyudw596KFKGVSdFSXHPW5ZEuLHUQE8qAEmbRhjKgJy,658247465648299,24,957668953376,120000,39902873057,1.2530426049312012e-05
GpbXA1ZcogWP6mD5pfAhy5zAQGLTxND7aACMfu9xX2FL,1080778207713718,9,495285514540,45000,55031723837,9.085668504114051e-06
5ymcf9XHWHuV8syEgCBuynAY35wf4tLWdWAz65zWaXbh,45766166105138,6,270655249947,30000,45109208324,1.1084211374386653e-05
D3m6ZwABZi5NJXP1xRqsDm8VdFmekzGfZn3reeakvv7a,18634409585732,13,195606514966,65000,15046654997,3.322997703389286e-05
4LcrypxJWXGXke1SHFKbD3XT89cVUmK3kK7xdth4wH1Z,1178990092242749,4,192168394600,20000,48042098650,1.0407538680660862e-05
2fMbv2fdVUHVuqMrJo1XYd3NBhyC8GanYfyvzqcZDFQ4,24258430518684,25,835762874968,125000,33430514998,1.4956395377670496e-05
CojMbgER6WeydbwPtGVnNy8Pz1AVaHKxJxeC4dRTsKxk,395136443769351,6,200404567640,30000,33400761273,1.4969718681208398e-05
FQLYWpyvMcjNYg4rq7KaHrnAm2WWvUkK75xf52XRvUvE,1075443197721957,27,373121996851,135000,13819333216,3.618119573205168e-05
79cRtXRk3MDvysq2CxvDuZutvUCMgW51KTDAyQaSpBvG,1121244666095538,33,4576024024498,165000,138667394681,3.6057503001877457e-06
GJk9auXLcmVtg587EnshJTCZo4ZeN61dsPC3ALCmzZWY,1227995474786437,4,181610000000,20000,45402500000,1.1012609437806289e-05
Fn9jFXn63xaR7ZY8Gj3nk2zzKLZ9oi9LG158h3tGX5on,540685411786901,3,178358819000,15000,59452939666,8.410013075944398e-06
2DFTZ98ZFfAXHh5YvNS56f3x3yveXhxWRrJAkw587PtZ,30889939866592,1,35999995000,5000,35999995000,1.3888890817901502e-05
Hfa9GYJC4RvnuTRGTBER2h9NcCpM5vPCqwRzRkbqLHrs,2668945570659836,19,541643239643,100000,28507538928,1.846233695557809e-05
AiqyBXExK35c7WmYSrW8UbvCafA4MmXxfHs9cunVBRqL,744974036810891,9,399729426886,45000,44414380765,1.1257615019880356e-05
4Xm68GBfLo8ce1PjGGYAm2yLqsr3F3irDWwzG2QUJyEy,2962973553787138,8,211639975000,50000,26454996875,2.3625026415732664e-05
AKfuA6ahXQoUHSHDb36PcjsQho7hQt1xqa6PxpAzwUxT,2074477501593095,30,663181008280,150000,22106033609,2.261825928776731e-05
9P2TQjow9XfyiDbmnR98stRxfwdZZuL6fAEYJTs3nXsM,8649556633008,7,584752264300,35000,83536037757,5.985440696308904e-06
7JCKZK3Wa6ou9s4GAfurhQK7CTjefeUngjU4JPzcLS4z,4223702100765681,5,184279984990,25000,36855996998,1.356631323871479e-05
DQo96S6RGjkegNA6jiApP5Rb4yMVcoUmdHBDBsKcmWba,718155087381208,30,277200908280,150000,9240030276,5.41123768066753e-05
9edN1ksjbsDKMbfzWP712hSF1sktUC4qMo3Eqn6G6b76,42697106605437,18,623239311406,90000,34624406189,1.4440680867348376e-05
6DhFwCNDoPAE3s4TUXTWMScKztc9uYJBkTTcTe1TC8T,962175145213483,6,203146929998,30000,33857821666,1.476763640991048e-05
2oV9s5apNf9C79NBPxKt6DAXkXboTSnPdKgNcpM3S8ar,2675180473048350,18,313538080992,90000,17418782277,2.8704647204336363e-05
