pubkey,balance,txn_count,total_transacted,total_fee,avg_txn,avg_fee_percent
GSEYeeTsC8NUDLnJQmBRyTqeoDqGya1YwjB1MsvLoWxL,10000000,6,16356889990000,30000,2726148331666,1.834089488792851e-07
2ogXEZBFMWAFAPEMMmmQHXsUMP178A7gTpK2kxDjwM1s,10000000,36,41561832434358,180000,1154495345398,4.3308966293603325e-07
6F2me8ErMNPGyGFMV5onRCSzk8iP6mYfiFDXjuPqhUfL,10000000,12,14589497683000,60000,1215791473583,4.1125473476659383e-07
D6ScEEtLGgeHHuR49Ljv8gvu6C9sFq4RtkmMKXvakMpe,10000000,12,15697435238998,60000,1308119603249,3.822280460883107e-07
G5BVRN3FeNrGFWoB1F2zzNPzrMDsG5PTFNsr6RZkeBKm,10000000,29,13316345264298,145000,459184319458,1.0888873570194562e-06
GmGBBZFqAhhj2xeDJtzNufwFLkhXJRvpXJXtfsTVXPfW,693175000,18,17558693200000,90000,975482955555,5.125666185681746e-07
3KNxdcB1hWaY53FLy4Dqm3MEA6ktowjnHV2sx5qt4JSK,10000000,5,14671276525000,25000,2934255305000,1.70400986972059e-07
FWP3UE7yPRyrwpZ3R7ABdg4MrCbvrD4fnWxj9UQhCoSC,9900000,33,33913870000000,165000,1027693030303,4.865266040118689e-07
2cMTFxX9UJTkSU2Gi3JRzATmZeeggEsGTs5g4oRTL7RY,1589980000,8,3590000000,60000,448750000,0.001671309192200557
B4mp3HgVZ4jswJCKw5WdAAcH6Yku2Cu2hN4uihfj5Bg3,10000000,8,10579206809000,45000,1322400851125,4.253627026339759e-07
C9K4kLFMBuTGFCtMHLZdWYEgzZTuK3E3AxrSTMHBrQGN,653300154,12,32542494542774,60000,2711874545231,1.8437431070668456e-07
4FnXbaVGkWFxdSqLaRLhvJucufUxE3K9MCga99Y9gD4T,68594025,50,63116268769025,250000,1262325375380,3.9609439036214103e-07
2HgeDTr5QCdCsSD4z3ZQheBkNa3HcuQiRwc3vWuRAUGZ,10000000,3,9725694515000,15000,3241898171666,1.542306307982983e-07
YtCzt8qEqBy8hGiE8bKyYvZfx4CNiFwGerYh9QaeaW5,10000000,4,9768049450180,20000,2442012362545,2.0474916821424825e-07
FZjEm1rkkzD11kFMwfHAuA1JF8P3saghnmtuEMbLypMf,10000000,3,9199989995000,15000,3066663331666,1.63043655570845e-07
AmcWt9zHeenaheABE3U5BKgxaqTLN9kmBcSzAAxXb9Ey,10000000,2,8868804775000,10000,4434402387500,1.1275476519889909e-07
2VTBivf6EBjSaJg4a51uVgpJqD4eazS7U1PoXxViKdJA,9995000,18,25124205527382,90000,1395789195965,3.582202824360441e-07
9UNHM1jooD4ijy52gytuViFtTDXtHfywt6u8hWWDscgQ,10000000,10,9306331115238,50000,930633111523,5.372686548636873e-07
J7J8yJ9J7BxjUeKnrWdY4XJSqRan8sG6MECMVeux2EGJ,10000000,4,8025296595000,20000,2006324148750,2.492119732055834e-07
3RP2WmwJ2gFdABKGodqx86M6qHpaSKSDtEowzJhDYyBT,1099955000,11,2100000000,65000,190909090,0.0030952380952380953
Gh7Ra97Cm7XxVhLGuN1va4en8Sywgri3q8bLjNDqZYvx,3009990000,10,10128989985000,50000,1012898998500,4.93632633402194e-07
5iUouFgUhGwbey3BbFVXvW6ynAeFeQ1CyMfC4adsv9eG,10000000,10,10773989980000,50000,1077398998000,4.6408062466009457e-07
3PxYDMVTfDnWbRAsPJEnVfvpwZuPbFCfUx1Zv3FxueSW,10000000,4,7889929995000,20000,1972482498750,2.534876736887955e-07
B7kSdGMiQXqFabvFWunky2HETgeU3njJcEnf6BQXggoa,10000000,11,8843875606314,55000,803988691483,6.218992944759793e-07
DjkdqARe45ZK5wKwyERJAn4aKg3Yc54zctibW4nxQVan,9995000,40,56217568121854,200000,1405439203046,3.5576067532215444e-07
B6VWRHqdMzTf9zx3tmJ5rmULEnaEaiuWgw7wQr3YzJ8U,10000000,6,7039563627840,30000,1173260604640,4.261627792006352e-07
F6mgwuVyuiQpoL521qGQXebdrtvQN5WRA8NFTTTSUJmR,10000000,13,9251815180000,65000,711678090769,7.025648344177148e-07
HYYfSAXJ8hc1ysSP6JdWcssdkdu66rCFpQZ1iELKfPK1,918514010,138,26151308389650,725000,189502234707,2.772327828488061e-06
Fkbvsui7dMUqhwpK3enzGV79XDY86oPh8PbvgeNfoiDp,10000000,14,14807317326104,70000,1057665523293,4.7273924410734517e-07
GHGZksckaKtETqio4dw1VFgzPDc8vFtXQEZSzWvwrPcx,10000000,46,10538949072724,230000,229107588537,2.1823807897057416e-06
AEbAUaS2hiTmiBkL8ehRVv6HHzxZVCUj2KqB3X6nmGqL,10000000,2,6821123995000,10000,3410561997500,1.466034044730776e-07
s2U5A63hvWeSue3TjHLH14iVBMRQt4p5uDTcpm5fnNA,10000000,7,7874018930006,35000,1124859847143,4.444998203728389e-07
rcn2DLj9fMMvC34W57dUg3ZqDM6z7ZdgLL5hvaKBVap,10000000,4,6868592043000,20000,1717148010750,2.9118049048178124e-07
FtYCHtATxuoDK3N8U83BZKWyuxrMb53i3dxbaB7PvCBr,10000000,4,6324200575300,20000,1581050143825,3.162455042636162e-07
BSQXGJ4TMCCmeENWBfqK82B2XSUjUpTMLGh6uixqQQhh,10000000,2,6194611555000,10000,3097305777500,1.614306225856643e-07
6DmYu5NBjSNPJqsy3KCNJJ2tnNBQPFJoUcnEnEPTDvK3,1675983679,10,10027923767839,60000,1002792376783,5.98329239322986e-07
XDDGt3yHYaunZvXFVgfo2DDBAJ6oPpCWFQWK3w5dSGf,10000000,2,6176989995000,10000,3088494997500,1.6189114776120014e-07
DdTskfngN9Na27HTiGZdYhqBiZbbGSUApmyb9eVriVYc,10000000,11,11459176932928,55000,1041743357538,4.799646634476621e-07
3jH58LDG2ZD5LVh5W1pGDD1ZCUxUjNjY75DtrkKRZKwB,3003746000,38,12454515059276,280000,327750396296,2.248180669157879e-06
6cGasUAEW7GKbusAifqzNp1CihxJtGxxnPY9SZcmExoj,10000000,8,8956405520000,40000,1119550690000,4.4660773689487876e-07
BX7mtFLVT1Y5CBxPUdJ99xgLGwjasYMv2SSp2RSnWd4Q,10000000,23,12135242989138,115000,527619260397,9.476530474332824e-07
4TvoF3TjcHTevtETCM31cRW5M8Qk5sodBbPhXgrUsHPn,10000000,4,7675743432760,20000,1918935858190,2.6056108017680987e-07
3jRUYJ4QcKAZEhWmm1A19P4EpHFFDJbq4bF43yTqBe2r,10000000,14,11904887570360,70000,850349112168,5.879937931902974e-07
B1bJ79T19sF95Yx1BoCrZu5McMTW8GtJ1HsSHheoij2V,10000000,3,5809989995000,15000,1936663331666,2.5817600396745605e-07
7DKtXjd61Wn715bKUauFfZw8dKnUo3LQy6pCgS8bb7ZF,10000000,25,23023726473724,125000,920949058948,5.429181941622577e-07
DHLC3mmF2k6Fu7cewtbCfdGidW5ey5NEadCP3sEB5z2k,10000000,29,5662128448080,145000,195245808554,2.560874436700015e-06
142V9LYgbM6yz5Mkhv3vHbiUJKjsYAkY5eU9L7iaQbgQ,1825873000,10,6592162512000,50000,659216251200,7.584764469774952e-07
EtUpotVrqoCCYDwZF44r1JtkSwxvACqVN3EW9Vs3HYHk,10000000,5,5285987970000,25000,1057197594000,4.7294848459520806e-07
D6TBdVapd5tKUycwcGECFPLgPddxCcLwMFvJr9mkyx6C,10000000,4,5335049590000,20000,1333762397500,3.748793645233952e-07
FRkiiVw1sjEjDAbM2cJLuaWBaEEwZoHLHr96iNxg9Uur,10000000,12,9059755975000,60000,754979664583,6.622694934120452e-07
36HUbFmcBq9PNbavYVpiVnEeUX4MS2Pemugx9zib7VfZ,836046557,25,22846095008609,125000,913843800344,5.471394562304708e-07
2LZDJYnRXWqyH45EApfpfkSZQ9kwwVD4G358goeiC44U,10000000,3,4875869995000,15000,1625289998333,3.076374065629697e-07
3tAsBhb5i8FdTST7acinmcNAGs9aEM7Rkx2HPxQzsdZ2,10000000,8,9999909980000,40000,1249988747500,4.000036008324147e-07
4AD4A43Tv9Nxn2AuavwhnUAUnsCHs2r9wwius46usf5j,10000000,15,19078263389874,75000,1271884225991,3.93117541504365e-07
CHh62beZ6uLu6nytB2ckxnJy9kxcxv6ss1LXkQEtBtUS,10000000,23,24083964883526,115000,1047128907979,4.774961288814314e-07
Edqp24xv55eycz62FgoQ1aDvQrN4WhuKakiiCopmVqu3,10000000,18,9313234594360,90000,517401921908,9.663667234851261e-07
CymrgpJduzkmoHNKiAMkGHbiwZbAMQkog3wddDKwzbg3,999950000,13,8399000000000,65000,646076923076,7.739016549589238e-07
J97kfUeYpNUY8res9oomhwKj7nfm4ahjsy4GnsDyPuxm,10000000,7,6605285985000,35000,943612283571,5.298786468819336e-07
GCtTqChxcwBBPWeaEfk69o7C38WhMbf5YXM6hiyMsBgz,10000000,3,4785483025240,15000,1595161008413,3.134479825941442e-07
55zndhTwXEfgjcmobXG4SVL6thGXdEEkk6aE2EWymFgN,10000000,9,7378089621844,45000,819787735760,6.099139791792498e-07
DEEL5Wn7rKLJYoVX1RmGTdSJhKbSJWs6FEGsWaTr7r1m,10000000,3,4747917275000,15000,1582639091666,3.1592799813471894e-07
HwrWMk7FcZCVDU9kQZMMHrxiQdJiiQRPi7d4R9GsLqmR,10000000,8,7374885356000,40000,921860669500,5.423813126458586e-07
J7fQT35aMFA6Ak5nR6y9kY2GWNsCkEcH3uWPoSdU7HnW,272672760,8,9317967098398,40000,1164745887299,4.292781845825259e-07
29eZFDyDrK8NwY1UzbCYXaxuBNkhLMfK2S8BKSf77EgX,10000000,2,4443949985000,10000,2221974992500,2.250250347945804e-07
kLKxYKovUK8WCwzzmZmNbjebXXLedYrmTxsHniNdULp,10000000,9,9015716877182,45000,1001746319686,4.991283623146054e-07
pms2gMCRW6gUdHjmkSP2czgkcNB8ymQ22ebYabNNLCs,10000000,12,8283775080000,60000,690314590000,7.243074494485188e-07
6obZMJRLjuqA9iJCQi2EkibAYkzXgPLKwZQ96D4n276Y,10000000,16,7437099083404,85000,464818692712,1.1429187516094654e-06
F9Mi4tGFsMPyY3MsfkS9vwaVcgq9NrdE5i6hbKnJMZ4C,10000000,3,4482149975000,15000,1494049991666,3.3466082312428644e-07
J6922u9QDTsHndgUDWmu3FD9VTzwPFuLwrn972TBJnZp,10000000,3,4422069995000,15000,1474023331666,3.3920765652647703e-07
EZNZ7hRnRpUthyKWHpyQk5FcVSDhRGgyvxnU2wbphg1m,10000000,6,4413172295000,30000,735528715833,6.797831127959621e-07
G9t2xcrwFS6ZykpNr18MkBzGCstpQXqmT83P1N9n5ztF,10000000,17,8892079256080,85000,523063485651,9.559069094203234e-07
AYrQtbrzEccM2fCTw7HjjaBgLRck7yqg211NGQ9BVf6F,10000000,1,1339235130,5000,1339235130,0.00037334743451659605
4UYFz1fuiWoivBC6PXDPcP2tgwCwUqArUnJqK9m3x2Ro,10000000,3,4431621443800,15000,1477207147933,3.384765641701086e-07
8AX7iksmm4maYp1nYu2roKYft35VA762cUJc5yuBfp95,10000000,3,4422427995000,15000,1474142665000,3.391801973250669e-07
Gkh5TaoZEZ1ro8tUQ1QyrnN3UzjyeeqbLqP8URDPCcw5,2498470666,13,7751722637,70000,596286356,0.0009030250858806624
54F215Fus7cEcvoechTkcDfsrfy19FFEihdmuxDqnBiG,10000000,56,8131434429236,280000,145204186236,3.4434268939472687e-06
2eFEXUnhwDByetfU6T46mjjMiLAteYytJJVT2t2EYFU9,10000000,142,25510477089648,710000,179651247110,2.7831702147511535e-06
52FxH47oD7VrqMFHcbuyeximCLUWNupLoLh55djcJjqN,10000000,4,4007937975000,20000,1001984493750,4.990097183327793e-07
3eLSsRWMNT4WrNmBfWfYWmidFecPRbdHG8uRGdC9kRNs,10000000,36,42264015763586,180000,1174000437877,4.2589421934459224e-07
3e952Jz3xLvwBJZvgkMJjVSp4s7xw4q9PCJHKmtjVfUb,10000000,8,4136221870000,40000,517027733750,9.67066111470466e-07
DRVz1VQg9a6HkxCzWgnQoMwGtZF92u93qRYqWhcqdga8,10000000,20,28428059447772,100000,1421402972388,3.5176512903991875e-07
3NSnCb7KEa3vNV9xeS5Zhmm1RSDYQB5KUZC6xmrD8J4U,10000000,14,7996781909998,70000,571198707857,8.75352120238296e-07
BS6UNjurgFLNaFxGYxooG5u66ZirNEdFrgLAzfqkYjys,10000000,3,3965949995000,15000,1321983331666,3.78219594773282e-07
14tFjsqUdSvVYpxnnqfvM9oaNsy1FWJ7EfTcv8qVN8ht,161403640,43,14117627484854,215000,328316918252,1.5229187781775745e-06
3sxSez9QaBGfCmEmz5kuXF8LzqUWpokZenJ2sMPWcvcf,10000000,3,3951413195000,15000,1317137731666,3.7961102167145037e-07
FW7zJDwy2RVrC5eeVt42SPB9bbAu5TAZ3R4edEBEjQ3W,10000000,4,8003989990000,20000,2000997497500,2.498753749690784e-07
3fsP8YQPaYCKDGhEJpYmUXB7d9AUXbsjQycinUAG66vg,10000000,20,24096096336754,100000,1204804816837,4.1500498090003514e-07
8Q4CVy2ZjDYF3mPwr5J3Vkm6sWoyWQwnmf9aKHUEE8Ri,9995000,19,6134042382098,95000,322844335899,1.5487340008809583e-06
FcUoEmhTgx9Dmr9F7eUWNQcsM8C11z3ejRsqKos6QMyA,10000000,4,3998815521000,20000,999703880250,5.001481037314399e-07
CGtE29tL4KApo9mPGNBbJEzrX2U3TUrTh13BwQxAT7nV,10000000,16,10307603138682,80000,644225196167,7.761261170385858e-07
FEmK5WG28mB37TFgqTf8TxRe4JDEQFfK6B6eu8pQUS8V,3544705520,25,25753573493760,165000,1030142939750,6.406877866482448e-07
ysmH4mLrzeHU1ZeU4Jwuaw1ScEHwi9JjidcsHeJUiLu,10000000,155,36811785487124,775000,237495390239,2.105304020830717e-06
CEQYR9wDBDrB8xAKWhb6M3xjZBLfyFGPkQRuJML99mxp,100000000,5,7976761302490,35000,1595352260498,4.3877456868459273e-07
AdiisU8b8TJL6Q4SBQQcCB9qbdnYJ5m9H5iJ6pfzqTsF,10000000,70,43173743726988,350000,616767767528,8.106779023224115e-07
8S8TqTLjncW4sWNr9Dq4JeeoqnjAnu5hvFdPHmDeQmrB,10000000,12,4991862532000,60000,415988544333,1.2019561759838942e-06
Egik9aM3Mog4xjBCyX5EK5QzrQ8nmepEayJXmKuSbxTu,10000000,18,14685547577280,90000,815863754293,6.128474238116863e-07
4BbRpRNbYGnEJSW6qUwm7jT4dQV98PaLwR8VkTj5MEyx,10000000,19,4413768395808,95000,232303599779,2.1523557985105596e-06
63K1ud9ar76ZXVsRLiFL7tPWnoMCfkXwQi5SJuMFtqEq,409990000,8,8005595312078,40000,1000699414009,4.996505374141535e-07
ByWFMAjfhEZTeBbGucyS68NzGqbkNXaMEXyCqYn8rD8U,10000000,14,23509733670790,70000,1679266690770,2.9774901315437906e-07
7ENrCC46uoFb2rX13aGPzMJ2oK7oJGCSdMHNN4jvapYn,909205815,12,7760909250815,60000,646742437567,7.731052903846182e-07
6TRVi5TNvQG6sgfhpEqZ8nTwHs97qK1GXn2tAAifH2nd,10000000,5,4023811249272,25000,804762249854,6.213015087256659e-07
7xMsQxNbGpYGCYHEtuJpsUrSsDX7AGBvPBYMZraTo15S,10000000,26,8841946779998,130000,340074876153,1.4702644478033085e-06
BYmtpkoVKonzGXR4KkeLyHbioDgX2YbMLUkhjt5zoug6,10000000,15,8207501731638,75000,547166782109,9.137981623676367e-07
6dqZBPRPrifdmLkrEXKuc3H4frKWcSrSkn5SKtfyy8xS,10000000,4,3716660027506,20000,929165006876,5.381175531790744e-07
CTgAEiUdGSrSeVFpYDq767hcQSEs6xnpwmjo8RzNvncq,10000000,9,12385305845598,45000,1376145093955,3.63333780860922e-07
HUnrTnzS5MLBd4eTRWG69RNBCMrciGWiAWYiW2S2MLxX,10000000,2,3565198204480,10000,1782599102240,2.804893143790457e-07
J34H9Rz7DhHTDEwJxxDRovR9AyV8cY7usgC7Mt1RTZuM,10000000,40,8380776944314,200000,209519423607,2.386413590636027e-06
dyAL3WPp3XcaQ3eDktJzv9FgyQ7pTiDtmHhNomBhr4i,2744191560,10,5682937436320,60000,568293743632,1.0557920208048805e-06
6p8FcUeeQJFpKaqbqGUmp8brussbJA1URFmZ1UvYFgm9,10000000,32,17191981998566,160000,537249437455,9.306664002634819e-07
7NuTFp7Ay6UgMi8GW2RNkNxsfwHBDmkn8ucH5WGZF2Tt,10000000,8,13736447006282,40000,1717055875785,2.9119611484474156e-07
3fkQbWmiPmJjNj7iptq5ciC6hQZpXdUCydn82xbWKsqM,10000000,8,3537936307620,40000,442242038452,1.1306026033834493e-06
CsBpjH4waxJxAkXu2StiVkRip299D7DmGiCsiijzQvH4,10000000,83,19080150626748,415000,229881332852,2.175035240121331e-06
7SUUTDF2FrSvUyT4c7gcKyUSNvqZgiveokDuA4eacahp,10000000,11,7065520856370,55000,642320077851,7.78428103434358e-07
HeWp6Ssn3jXXgyrqLJ2BcJRbc8291j4cQVaatCPFbvHP,10000000,2,3419777985000,10000,1709888992500,2.9241664353248945e-07
DRBpi2xYN38sUuRb5rkLfgH7P4EA5yYFtfBoS59e61Xy,10000000,4,4079346922000,25000,1019836730500,6.128431947078219e-07
CFvD552vvHM25rqJBBbLq6q2uV58tENhRMquVDaM1CT5,10000000,23,4312343555240,115000,187493198053,2.666763408964984e-06
Ex442XVVjNVPkuDahyPgYHPvAineyLhX9f98uLCu16Cc,10000000,5,3361680237000,25000,672336047400,7.436757287275565e-07
JDNvL6gTFB96DfATtrxLpYEBhiarEHyWPcfqBfCvmq3e,10000000,6,5364360185000,30000,894060030833,5.592465637167128e-07
7po7MHTYeJfHHRdupAJYYJZiwYgh8cgiaznbfvCFcaGt,10000000,3,3278614497000,15000,1092871499000,4.575103298580943e-07
5PMEPbYhjHQ4pdAsUN6VX9if7LA7HtzZanLi4Su2ZPLk,10000000,12,4729496547532,60000,394124712294,1.2686339739757266e-06
3ZetsZczZYQs3JFRNE7GhhCL16wvQDQQLstttgibnAs1,1127115084,32,11872127245084,160000,371003976408,1.3476944501774327e-06
5jKxFkAc72Jv5USB8zQxhuCHeKZ4hCLwMo6wbvrYQeeV,9995000,18,7228990729374,90000,401610596076,1.2449870717678127e-06
EPhWVVFfyu2UbmowFUqqg7Htq2dt8rRjvDhq7mSLmKq1,2917781240,203,100205686237672,1025000,493624070136,1.0228960436125977e-06
5NF7c8YyYL9Bbg3VvJgecbYd4sXfbjwaFfuujeGodaWz,609995000,4,3437881995000,20000,859470498750,5.81753533980738e-07
D6uxuTVq3q3zBv9BySDvdtYNSjCumzZoW3kqSjS1gcjF,320033960,6,3154803680320,35000,525800613386,1.109419271263493e-06
55nPASRNjbySPKmoomTgGj358ZwoRT8ZaRfat4QU2Ky1,10000000,4,3164644574420,20000,791161143605,6.319825032378399e-07
5FuojaqKHhh4PNceFvw3uqkPN24wonzhzyNXawykQGZU,10000000,13,6677459692218,65000,513650745555,9.734240713688151e-07
7EGZCbTnyUcS1NT1ahShAgPAPUQbVXWfKhVFzdtvuxCS,10000000,11,8248884663802,55000,749898605800,6.667568070305629e-07
6Jkd9ijhEUCbD3TfbFC79BZoBeeiDms7eaTqY77qPHJt,10000000,17,10045606395166,85000,590918023245,8.461410556649168e-07
CgN9yCtYpGBWMHSdxQYxQeBxe6WzG9nv6TEhJsGRsNFh,10000000,6,5636392430000,30000,939398738333,5.322553454639425e-07
8TeDq7UVjoejLKAWxWWi159ob7KVM94kATdkkFqx2GF1,10000000,4,3097976940100,20000,774494235025,6.455825975048871e-07
4xSWbzyrWUnaNWPH9ukmPGRo5UgeJUtvZtXUDC6saJbr,10000000,2,2970502795000,10000,1485251397500,3.366433459289171e-07
6BfWMiAJ914SamsVXvaUc51cViQNLshr2S7wLeZfddUe,10000000,37,20695813353116,185000,559346306840,8.939006012641009e-07
DrDnjPUUdpSCrTemsVqBbHaanxr2ixZQxWY4TNSnPziw,10000000,22,5325783302920,110000,242081059223,2.065423877454601e-06
7AF3wc3TibDqZFnA5i3kNDkj1Fwar7y6CgwL5sueVdeo,10000000,14,7048797397140,70000,503485528367,9.930772024799862e-07
32q988q1Z3RiE9pkYjzaNYvGTm28xkjVEEFsJsyTUAKs,10000000,126,7899555489916,630000,62694884840,7.975132281863358e-06
2Vwaii8vw1QudksPjv7K7noiY8Wf8wMmeKm823X5ER8C,10000000,7,7038000899480,35000,1005428699925,4.97300305866485e-07
jsf12JJzZHEooxSEGmmM3fRjWFaqNLnkgN7rzygNGDe,26423000,13,7121226453000,65000,547786650230,9.12764120464349e-07
7AtVrX6TDK1KPFbNy6HGD2ZP8nd4ZeNj3oCtPzn8EuLp,9990000,13,9468223965000,65000,728324920384,6.865067856472066e-07
GXqGQajMs4w3cCQApXkah87WCjdDQeBYSPRMbpgPamEq,10000000,2,2720678563000,10000,1360339281500,3.6755536416523014e-07
7T1whszaaTN4KbEcs5pncyNNJ6qyV3JwQwnagSgvaWtf,10000000,6,3005909989980,30000,500984998330,9.98033876596538e-07
BTrX92oWsnmfkEsJUfYR8eGyQeo7b6nQnBE7HFxhXTFs,10000000,9,7971087929982,45000,885676436664,5.645402534168459e-07
qfqQDLAwpp4YykZiBhLbzTQB4Sxmf7wbziKADiovaX4,10000000,5,5481617386220,25000,1096323477244,4.5606977354615107e-07
7CoDLHvHW1JsGeSUvAQjg3Qk3x891dfru33iFhDqoZsa,10000000,17,6464426613216,85000,380260389012,1.3148884670795759e-06
GGyYi2JKSjrS1EyxZBbk8goeXtUzTzAdCLucrjBrvDng,10000000,33,3290949826108,165000,99725752306,5.013750094000527e-06
DB4NaWw75J7UQQRJbjWNW393b5iyHzmcxCThRMtMm7nw,525826297,5,2871652798555,25000,574330559711,8.705787834998667e-07
48dxvnV3tdFp2jgLHKWvDZC5EBi6vKCL2TwJcNkWA6Nz,10000000,2,2757030115000,10000,1378515057500,3.627091320328215e-07
5Wa27qQnJ6z4KG9nDbzErhMN5ZzxjC34FyFU5JYWMm7e,10000000,11,6748572938960,55000,613506630814,8.149871164980825e-07
CmzV9n9rqSMssM1dMd6CSPFdE5RQNAN78kWDUdgXYaup,10000000,3,2577030741600,15000,859010247200,5.820652333657051e-07
QvYoeieYec3cuTABrixG9U3QjX3oNwD7QPM1L94D9R5,10000000,3,2585721235000,15000,861907078333,5.80108938154735e-07
Dzk1BPcQUNk1bBWD9Z3PyLDhsPCc688hJ6tMUjq9rmuj,10000000,5,3752788163660,25000,750557632732,6.661713613916893e-07
