pubkey,balance,transacted,fee,sig
3dqpJy74LPBoyaEYTUmDTHiCChXRumJmNeibhS8NV8YQ,119071918,616537856,15000,2zCiTAuadLxTPYoHRqxwHuj2WfQnTLpuoYeTaiqXV7KeEyPNuaCcTJyBSKukXrQ3Fs3gDH2VjB65sEZQYy1ZFVG5
HdGsWDaxSDBesEYXmAYsG7WZYkKxUv3qhGJgmXSXnm3d,7227318154,2039280,10000,34RP9Nk1cgnbmsik62khXA8hQQuUA2Q5T81DP5Z4yBh9u9ck2WX6p3tWUUcq1ra6XoBoJqE9cwAd1XGg69VD3j5m
3PCRwFhHd8tNADpYrJNXndvzvFjgbCj4WiPiDi2yZftU,3472105323211,10957732560,15000,2kicu6uCteE6FH8cTBCZpVg9XdeqKPCEk3oXjJvwCFK5DygNGmVTL9gdw1iPF2z47zddD66tNzXPTWBUTMa553Av
3iw9Ym1FPK89ZwEzQKAT6zJs9CdZA6k4mygEVzwTPFth,88052136,0,10000,3SkE4AxsbWX6YXesD6tmWTBsqYu2UCuSGUjiHWu4sAiY7LMbcXPtQ7aJVXdmMiakwXhHGYPN2rk2fDak6pxyCffy
FhuJfyiM3hH32qA3NYz1NADnZhu3GzSw4pL1pcfFNW5Y,514684330,0,5000,53BEAgXvVp6mMbA1LbsgjCuebsHxbkSPm5nuh9VRbdiRsFCh4CfPCp89PVqCdamaTm7s3HSaiKY2w1DTx1eEwc6S
9dhoieCDdX3qawKK283vtcLmKHnvnMm3VQTKybyBcSdd,89620197941,0,5000,L6VFieAfBLrLZyuAk2nstwUqYHrCkbAy7Y775PUdZRaqwcJvqZYjBtKg4X87pS598jpbkvHENCgRJ93aNQw7cS3
F5m8gNjC6pjynywcbw9kK1miSNJMw1nQGeviWykfCCXd,1055093537,0,5000,4sUhYnb5KV1cQqHyPwYJwGHqokikdYqAaZgQA51dq7QoV4R3HLreEKXWNQFETfjsV7Ut3bzk6bPs2gCRZzKbcD6b
HNRq4uNcKMMkmRwTQ7TPr8kk1UNfPjW41MBramkPcjN,294336636,0,10000,4G8eFE4uW8XeWTkPrm1kKU5X4GMtLZKxMj9636RyStJNNShnbwjf1sAheK66RZSWpnHicSRkPkfHRhMFL2LESiqJ
3iw9Ym1FPK89ZwEzQKAT6zJs9CdZA6k4mygEVzwTPFth,88072136,0,20000,2dGijQpdmtWxXTencRF5Rob3z4Q2ySuUeECHVSDLd89krfaqwjDGXdN7p8DLLAWMon15j9r5W1uQPa2zGjwTTwqa
3iw9Ym1FPK89ZwEzQKAT6zJs9CdZA6k4mygEVzwTPFth,87954075,98061,20000,3mZHSNj9NCSoLr2aadNd8hN4Lmbz1fpszpEGKcqDacN8mbR34g9pfq2B8hLXPsLPEDV8VFRrwnAsYyEZBZb3wVQJ
HdGsWDaxSDBesEYXmAYsG7WZYkKxUv3qhGJgmXSXnm3d,7227338154,2039280,10000,x9y3GFh2jeW26AnFyVN6XEtZN6USVcf8tTpPitvyfcUQzNUfY1VfsobXuUuQTfgRj8PCKUp16ueM6x2ngSGZmvE
DGqRNAjxscLETdKAmADNaCQMkB8vgLufqeY2pAxZKaL6,1253473033,80539721,10000,z3Awg8KWZ7RWrSJzvFvMCqdQtKRp63xa4P3kDVC1xK3uQeFT9JhTGE5xu9QJTQwqmpsannixvgc7JZPvu1qUJuk
BFkxdUwW17eANhfs1xNmBqEcegb4EStQxVb5VaMS2dq6,411707240,0,10000,4TeAkQUFbk6ehsDHzG1hMrJnFFTCNf7A5nAR7jd6gWQUC1kYFRUgAnh3HVJcrj11owpak3aDoxaBoa6dZVUtkxea
4ZbyCVeco39vbKmT6kL2xCa2ZzG8DUSH4XiBRE6g6FyS,1239720784,13737249,15000,3ysdc1cqao6JVhqjq7uXgVFzvnsPZXbok4QoUEgQ6LYGbj6rPFwWBBFmuMyx1syYFVe5r73LT6pUQkqqe4WWsM4
3b3zfYBQ61sEicY4bhQMKUvRo9bAxPYAz32uyAP9Cj9u,1268769662,0,5000,42m4tjHxprnAW44Lj3N4WKGhY45tBPqEsXVrXjKoB2S85ihNK4bWp47orQ89XrTMZLVp22p4xyeV5F4qS3JWHdET
5Q544fKrFoe6tsEbD7S8EmxGTJYAKtTVhAW5Q5pge4j1,486471390,0,5000,58J6JnWvtqKBLiWXFLpcFSyfHmhsvW9QKuptSLa4d2HaHYzNvBbAnbHyRp9ivdvHjXhqWjEpHbEWKVVzwNgGxPu7
HC49KvwFfH3EKS3Aka3XyjvFrSVCNS3nMKFiA7WjFVDP,4450002,0,10000,3STAK7rZU4X3iZdz6DK1k3eXzovc14r989cCN5r4B1hYxb7znjcXSPe14UbTaaaSEeajdQzVUyiYcJM5qBXZn1bB
6R4RBv7CTeMRpGPAUzr8SeWJnYDmWau3Gk5o21dPpfP2,999980000,0,5000,VJjdvWgSdz3XNChbZfUdsDzrMc7W8KZxsEUWWTiz8TTQowKbfTbA65L1DUdNMHq5xFdUrh92sLn5XK2L6qax9ed
J2TL2WhHC1d2AtScxtwaHjYWJkGgPbCuQZgNQ7JjMkMq,999955000,0,5000,3wZS6jRrEauUYGnrrLxzGLD7UUKHgHEfPavzmFLEsD1gNDHtzfdQVSfcE5tcFYWMhFmBRuwkqtkJyirGYPh1d7xP
Gv7oiSP2784zpapUDEgsXUmMW8Z62q465FVAeS4DVifE,1693303520,0,5000,4wyqXVU5NdF42z6kRQa5DdPzHZKAEy3rW94KWVyf7ecBCr6EiviHcFBvEJTTVfywrtG3FHXGsdC8SMchaz6iwMZX
HdGsWDaxSDBesEYXmAYsG7WZYkKxUv3qhGJgmXSXnm3d,7227358154,2039280,10000,2RjvcVf6SEMWVrAEYqVR3ntJ4KF3z388LSuATNETxQpM9g7BHwy25kfwz285oF9ceZLWk9sTzztt6KUrjYrZjYtf
BBF8YpUpWY9ipSZq78RDU3hxHtxSrkxSdiDGEjCU7hC7,499735902834,0,10000,3oHF7bPhFLiPM7mgY6UicMCRKGX8aAxE8Su99ut6dmza3RKFfM539w6WjKQXkfRna3XRW4AHsi57BzGkPB2mUjzR
BBF8YpUpWY9ipSZq78RDU3hxHtxSrkxSdiDGEjCU7hC7,499735912834,0,10000,4vzzZTPHTTgjy2Ci3U33WQR2GkzSoq86eVPkEbUqrQ5hvGaG75QZYm1uQXjiMSsQQBa4NtBHbWgcm2UfPqpZ7Bdg
6dm86x4LHSBLR9WLUkjUHP27A5uJRwgp5Z5bVVCWeM9K,79965657063,0,10000,2bXGnwH7XvsZ3MQRz2MSPLrqUwerFAuxHoNbj53WtdZnZRnST19ebfHqsNYXRy4tRcx77KXXDuDxp48yxYmoM8Ff
5tMx9GXT5jg3hiM9sZ7i341hQH2bqN45Q7FNEKG6Xixk,441202276701,0,10000,3WBsvaruccgGoZXd87oTGJmhhCMJ3weCXniq8auarTh45CfCyWDzMpU4qyrAU4QcrhVtgzChc8BvkkKT4bF18HTK
5Q544fKrFoe6tsEbD7S8EmxGTJYAKtTVhAW5Q5pge4j1,97945720,0,5000,4psj7kD4bagegZM3dGXYEUYMYYqg9rTF2NdvPJ7UPMrCgP5JTFAC4MQzo6eqYxLMSbKgZ7YzGcztpQuDLdJxtzC4
CxdBbr3adaf1QqXg7Zrk81R1npZzqi9PD8aFBjMTtiGB,1488502695,797943865,15000,uRpomxC6b1SbQ1rfsuQCDKwnuSN6qLnqtfpgFdeYPFL7BErKgG8Ukfw1BQXSqd2n7jScqPT8PHMSdkrHWftk53b
8uUrmnz8rnkEGzoykNUdWY9Lgp2mMmRpdLtWZNBafjWW,8591238813,0,10000,4RSjWHRCZt9vanfk6v3Phg2sKKg7JnWF3QvX2w6U6P6iy5htGYU3a5LT7X142VC9RvZTUfSmJtt7VKhaHm11cGeH
Fsgm9XfdEsm1V8SioQRpmNBpJ7MbnWVuyGi2yyyma7o8,490569950,0,5000,Z3DAQPsC1aYh8ECxAH8RLW3oprCfQ1FdP7pvcM6GvgHFQqvaS2u7tf3bZCse6H9VN3hHQAiJLw7EzCJBXpuaj94
5Q544fKrFoe6tsEbD7S8EmxGTJYAKtTVhAW5Q5pge4j1,8591203813,0,5000,2DiBxBJ4wT4GNY84ifqDJvLDsXdxaLWVRhkcTS7jLxCC5Vsu2sEF8jJZp17XvEKHr29V2QVFespnaCYPmHjMJYeW
8UYN675AJn5htWydDs724xqintBZ4XzsCWqMozUSDU8m,1925210000,0,5000,Z1EFito2qrjoFHkZCgd2QeyGHDN28jyyZUGW1oRKZB1Wc7pjV1TSjx7hk87im4oq8YtFc49zD4eu3WHFzvcfK13
8UYN675AJn5htWydDs724xqintBZ4XzsCWqMozUSDU8m,1925205000,0,5000,22wJPm3zHqFq2rGt5TAZv4hGQfLC3bKHVtn2x6yceaJiHDQPkJu4humfDNCY9PymzgrrtSSAo2zv7FsTo1mYTAUi
8uUrmnz8rnkEGzoykNUdWY9Lgp2mMmRpdLtWZNBafjWW,8591403813,0,10000,5LQuDN1wLxY4Rg4eQvABhGyWQczPp36JfAnF7eoSuuVbVq58bPQMPbQ3vvUhpsMVRbjk5Jd1tDoP7aQs9ytEajrs
5Q544fKrFoe6tsEbD7S8EmxGTJYAKtTVhAW5Q5pge4j1,8591283813,0,5000,D9ht8pQ9P69s9b3rNb7PbDfXU3QbeDvbdRXgSYHFTdtT75ejNoPd2XsFCXivQcqkBhAiiCgLs6Fbfx7VAQr1AAF
8MZXApemxy9WyeZcHAumPfc2mT7a9tm5WCPzmj6qcAv5,19415890,0,5000,4LaBTEukMS4usobLDSxLWP7TLrtKDFM3Kgd7HaPqvVD6MNYQh3bvuefBDiMfjMqrDHcWAgzTVMdPXAGohpF3Rxko
3MN24QWrK18N2UZFm5Bosd9P12RV8PpbPEsV1JHkZgX8,1925245000,0,5000,9MiGrH8TbQNqmmx25fSLMowze4dfdGsKgcKGBHCiY9oVfNPoo9xA7zDV8CnEyWS3rjFnGmJ2V2tJvrawXvbt7ww
DGqRNAjxscLETdKAmADNaCQMkB8vgLufqeY2pAxZKaL6,25741870629,24502139845,10000,4DBeCe4jjSZiLJCi6i5b7gBxdDk16v5BpmCAHbG3KTArwzmjddbkq97o2Tq6jNN78HYZcMmaKCTaR8RPjiJZwPtF
5Q544fKrFoe6tsEbD7S8EmxGTJYAKtTVhAW5Q5pge4j1,8591458813,0,5000,4VXAjuMSssceECCo8Auhif1aDjiF5vgUrukg4Zk4RsHKkoTPprEJW7P91SZniTsNKatgFYNbVCqdqY9x8YMBtCAU
8uUrmnz8rnkEGzoykNUdWY9Lgp2mMmRpdLtWZNBafjWW,8591568813,0,10000,5JH1X2t1UMBHVtF9weKPkS3uzq1QwXSWowz2ufdmrYm92JiBr9KQC5NPjoV3cL8KAzc7TQraKouMkvpVoLGq8d8r
J2TL2WhHC1d2AtScxtwaHjYWJkGgPbCuQZgNQ7JjMkMq,999965000,0,5000,52vwcRsyunQK6mkmkh29vhSSHhXo3FRxHeeA2EA7rTYNG6nkrhLnYpGy6ZSwGrHWpPg7LiVNg4uNW7nhzzwcpwwk
7kWVMoFnhJQRrR5ahz4f8K6iv1C7kVEaobBJibV2ApNz,299620295,0,5000,5XEg4MaHWy97CswxRhh1arAdeXJKFyGj5bCVMEazHjbsdKB7bEpB4mRq4McniSQYahhN4RB4BJUFpm3qCuPYSHMZ
8uUrmnz8rnkEGzoykNUdWY9Lgp2mMmRpdLtWZNBafjWW,8591718813,0,10000,3HXy98SHi1Ms2N5hG7X1QH8y7pgMFcobEHZy4gozrBzwsjAzwPAgKS9ZXwfTmTg5UaLdECN336kNZVQm6a2e8a3j
J2TL2WhHC1d2AtScxtwaHjYWJkGgPbCuQZgNQ7JjMkMq,999970000,0,5000,2oVExz27U858sMQ8E9VcsQcpRciSCfGNn3R3qTdHcApSdGDXiZB58zJrUz6RNCVuRaxtzFLeJpJwcqsccF8juRxQ
8uUrmnz8rnkEGzoykNUdWY9Lgp2mMmRpdLtWZNBafjWW,8591948813,0,10000,5pNdMhA9Tx3fJLvSqBFoAiYsKHDk4Soho4hzQD6nUFBrdtM9NSKih9VAkictUQ4sAGijhQ49MpP6PZEkFisze8FG
J2TL2WhHC1d2AtScxtwaHjYWJkGgPbCuQZgNQ7JjMkMq,999975000,0,5000,446WrAJWJ6DEVBNswMmX1zzEnyGPF9yqBQH5ZRPHVabzVBch4kffk8btGhXNkmnTTLz9nxvkX9ev8NWKgYFreMnp
6dm86x4LHSBLR9WLUkjUHP27A5uJRwgp5Z5bVVCWeM9K,79965667063,0,10000,489kzpCpDaFj24ze9FYX2b5EV6k6BPRrzfmE7n6A2LXzHy73RzGbML5bcAwZGmewrdBVLww96qcommpZTLThvVs3
Gv7oiSP2784zpapUDEgsXUmMW8Z62q465FVAeS4DVifE,1693308520,0,5000,2sNzFApokce3NxraevhdwaUNYM9bAvTWh5Eo5N9y59oH4Eh1n8N9xdTtKVAxWMvW6aTSjy8g13hpF8ut4oQfeCm1
5Q544fKrFoe6tsEbD7S8EmxGTJYAKtTVhAW5Q5pge4j1,8592023813,0,5000,2Vc32YK1B5z5hz7Yy39pADY8s8tKSNAhRgrcYPWfA7E69yCcyvHhDwXQkQV355b2Bcam7p636XW9eQnbDydpPrKu
8uUrmnz8rnkEGzoykNUdWY9Lgp2mMmRpdLtWZNBafjWW,8592113813,0,10000,3DQTo9NxAYRFvEtvZwBBkmUgFrjXBxhXEajPFEh1PJS7jR91eHKbZSZD5pEZqpP779TMkvWmU12LRNKjMgZiDuef
FhuJfyiM3hH32qA3NYz1NADnZhu3GzSw4pL1pcfFNW5Y,514729330,0,10000,5i36fCXD2CYnH2jKWhhSJMuXitzX8aaNWxwtDQZf3vfxau5jBEE2mkPsWwS5AzB76UQzpHVvubrGxD4GWzAdWPbH
Gv7oiSP2784zpapUDEgsXUmMW8Z62q465FVAeS4DVifE,1693313520,0,5000,3xf61HMJNKu8qQLoLiohSxF2cdonxmCNV9f5n5ZySkzLQfjNJNz4EGkv9ZEEYJFAxd4rCzXLZGjFkRtgZn1v1C9T
3cKPxmV9NPv3WV7FbfeGDpQ9Vc9yJxnKnRfDqgQXMK79,283297902958,280005126101,15000,63WafLjkwbUsb1T8RziPy2kmkiWr8XeHd76RmPtCPHcWpPxKaxQ3BNXW8sXk78CNqQpzv2VqPEmXZFLzRpcfbgn8
7aMFk2CEo33Sb9R1a1W6q2HxZ1Z97hbLedDy3ZgHJ4i6,2761820753,0,5000,3VB2bUeDaLZVLc3aD7f5wU8sz4G4d8g2dPuBLLzQ3t3tvyLxuXK8HV1W3Tsu495DfhHkymZADsCWDhUh7YcHCkp4
FhuJfyiM3hH32qA3NYz1NADnZhu3GzSw4pL1pcfFNW5Y,514829330,0,10000,25VQorYHH4QksFg8QYb5PQ2Si1axx6UKpUkasyjCTYcQ8yD1iuBSaV8kHWeY6rEtWPyTjSxtVFtt7tbciZKKQyjs
J2TL2WhHC1d2AtScxtwaHjYWJkGgPbCuQZgNQ7JjMkMq,999985000,0,5000,4diNtTuoZEjWdgcjk3t6raK2P1nZKVqL2SPpTwmvmKsFQeBqww2TFAKVonL8YbS5bpywHpAGcEbjjaF3VqkHJ5No
FhuJfyiM3hH32qA3NYz1NADnZhu3GzSw4pL1pcfFNW5Y,514834330,0,5000,3MqSUKMfXt3uTvqWP7hRntQoU7g8tsoviEpBbDayC7TAaZbzSgMbmRoVhcv8Dc44YynpM26zHT5CuM6byjEXxB3Q
8uUrmnz8rnkEGzoykNUdWY9Lgp2mMmRpdLtWZNBafjWW,8592278813,0,10000,2Z8ge4Fdkqx9NQ4XqbJzNZxatU3P6JfBMfLVYnMLbU5EUsgRYMBnhbRmH7yAKErdjVozPiFgsyTrPRsUCz6AKUNv
AuvTYnguE1D6LehYE29FUpYe5Zz2S98sYy2op2WwejDv,142069268,0,10000,Ki62yoTnqHFDKu99EVYQrb788iejhDczimc7wRTh3wNTAGuAEj9Hy62DSkt1npZMVjq9og6CXMdYPJQXtJMtyCS
J2TL2WhHC1d2AtScxtwaHjYWJkGgPbCuQZgNQ7JjMkMq,30998171090,0,5000,5a5ogfZvJfEuXqG8CRKhiJAGsUWCw6VG5eUVGgh8AFFhPNYZAcRZvh5YYZMqu6tdbUm876qmhyHjwsDjqKGwf56b
BBF8YpUpWY9ipSZq78RDU3hxHtxSrkxSdiDGEjCU7hC7,499735937834,0,10000,5Hk7NvQedFq5LDqNMnP3Xck11Em7qo3AVgzstUDRnYv2NiaPiz3aLqMvWFEds2QRfWbQ54jr1fTtk22Xw6ubpLhJ
BBF8YpUpWY9ipSZq78RDU3hxHtxSrkxSdiDGEjCU7hC7,499735927834,0,10000,4YSeNNcacXgPRKLT7uHWcGRb9hQ8PunJR6XczSMKuuaVeskS5zXnZyguNBHMoLSUoD8n18MheyNeghnF5Hp56RnC
J2TL2WhHC1d2AtScxtwaHjYWJkGgPbCuQZgNQ7JjMkMq,30998176090,0,5000,3n8psHN3eN32PjmPZpiXhAskBdDqLQi7VidFt6tNNwkS3SMuaJcoesyEFeaHFHKWeeqaSYWHRt3ZYpq2QLwUbqhw
2sxKY7hxVFrY5oNE2DgaPAJFamMzsmFLM2DgVcjK5yTy,661423743,619999996,15000,5A8JaSupvQ4nAvfQ8i8BkotAjVogVSmjAyfR1DGTtU6pSAnA6JpY6PABfeyDFnwFpzKEGncE8y66g6T1MHRmc8b
4ZbyCVeco39vbKmT6kL2xCa2ZzG8DUSH4XiBRE6g6FyS,1160200175,24581655454,15000,55XDaLeohQr61wN6LD6CU2mFzfZfvQKYumnuzyeYuode19o7rfgpdPD43s1d8qF9sLzp6nxf7emHzvpDSon2XHJ8
HdGsWDaxSDBesEYXmAYsG7WZYkKxUv3qhGJgmXSXnm3d,7227378154,2039280,10000,24Hk4LK79zwPUoCTxpToJVPkv6WxViPuAteB2zvj2Uujm2QdS7nYry4KQgU58zWbhANK9MQJ3DgdPLpvjPtZomnF
J2TL2WhHC1d2AtScxtwaHjYWJkGgPbCuQZgNQ7JjMkMq,999945000,0,5000,4kz9LQ7tbAMVu16PjkNAHKzrbKB9xwgBLQYbvro97dR8gfjjUUHNRnGP8ZVNBaBynNy8FYBMURYS3c4moVpbaVLi
J2TL2WhHC1d2AtScxtwaHjYWJkGgPbCuQZgNQ7JjMkMq,999950000,0,5000,cNJuV2j7aNLKwb2vxZvAbrSYpgN6cmFxg2GZTobpEkYG2KVVAA5Ni7ajWwKivNSZ48n2dmhgPBfUc4jtAEV91hH
6cwehd4xhKkJ2s7iGh4CaDb7KhMgqczSBnyNJieUYbHn,42115925538,42000000000,15000,5ouCeCR1YKGVUDYr9vZiaQPd3Adq4hxbsvQZgqtTcfK36ERMKtaD7XheEJmrLMtVPU8k6U7fxAz41JPH8yxwtXjL
BBF8YpUpWY9ipSZq78RDU3hxHtxSrkxSdiDGEjCU7hC7,499735952834,0,10000,53S12zx4AofMg3rgJRWxq4dC4NygxcSLvz2KcXjZ2t4ERUPWNn6dW3xE3wuJ3yd4bVb7WyFXZQyx5cwKMAdP4k2k
J2TL2WhHC1d2AtScxtwaHjYWJkGgPbCuQZgNQ7JjMkMq,999955000,0,5000,3Ue5swrur1tUfckGCDyEhiWHMPPqMRT2UvnzwYDvoWg3cnhxajn4a6iMta32cVcucC3q9eYdQRGoJxr4toqjmfhV
BBF8YpUpWY9ipSZq78RDU3hxHtxSrkxSdiDGEjCU7hC7,499735987834,0,10000,3Dsa7gB8DLrW4CAqePVxFtoUufzMvXSELDEcHoxPWtNfUNDaqXxFNvFmBoh4zaoyFhtGr3rGtCiNKkw6cBMK72Us
5tMx9GXT5jg3hiM9sZ7i341hQH2bqN45Q7FNEKG6Xixk,441202301701,0,10000,3sWap6ivqTfzN1cEQUvWsVmcag4VR9twDPBHFtigymzZyFdvzZZhYQ3CQDKVozMPZTSHRgc2bEwdvHiNhhPmLZmS
BBF8YpUpWY9ipSZq78RDU3hxHtxSrkxSdiDGEjCU7hC7,499735977834,0,10000,4km14vzoM2GQtu8WHFrKyndTChc8mVyGJaWkr2JUzL17Cw9YTAhosC4FEk264q3YDbK11L9yZQERqmK23qar1csT
BBF8YpUpWY9ipSZq78RDU3hxHtxSrkxSdiDGEjCU7hC7,499735967834,0,10000,3AFzxZcPdFwUt4TQRToTwqTgAoGR5HAovvbd24shV11n4ggLXXZG2a1vcDTDacaCWZqnxhP9m8SpNyKDVHgYhMar
5tMx9GXT5jg3hiM9sZ7i341hQH2bqN45Q7FNEKG6Xixk,441202291701,0,10000,3FuC2g92sqSmX9ui6mhdQbGkSqSKNfipxnrCHMt4ALRFe2ngSq649rRu9A9k62PjvV8Dr4yKZ1V5EwMi1LVnQyGR
J2TL2WhHC1d2AtScxtwaHjYWJkGgPbCuQZgNQ7JjMkMq,999965000,0,5000,4oQj4uLezQAXTeFBypL1PWYs4kmw5coFqW3dEEWEjaSgDJdEBTc916wBdaKX1pGntdJhstDDBWiCQnuC4nCnVezY
5Q544fKrFoe6tsEbD7S8EmxGTJYAKtTVhAW5Q5pge4j1,40408920,0,5000,CvhAomkJeKMTqiXRjGnWCqAdMqqTijxNWyVXydpsygRCc4urB9wxtevibcs6xTFoPF9YveG5aVtjz7LsLs4dsUN
Jx9nuYUfwk1Nfs2A3eW8hGtoeGNwnnJ11CdqBijZPVU,89620572941,0,5000,87VvrbsmgS7x35zyXGBhckP3xHCz8fRm78wYCkobPrQqsg1J4c2BodycHQd2NwUtB5pWvVxFBGHoQpx5ACgSB1Z
Dadmkv35tjfZHdBAz6wDq2EavnUHEHKYepWxTdEhUu7U,8077506,0,5000,ddpzKcDEYoBYS31LWXMsAg6J2HRMtHDJbLE2BTjbVk1VKc8ta9iuMeaiEpSfzRx6osXgk9hmG1uTJeCQhFfdivA
83MC6qFYCyTmscTPifCAVSUQGjnA8Q5CYGUjyueay6MM,87673660,0,10000,476BUtoGBieyS3uRAtFPTrZM5SegpU1xYd7qdUNTqc66TP2ZBSBcMrNHgvkgUoq8C1qwKhzMBG31TvpZqMcJoAjX
2Xt8cmFDZzJCaGna3XQG7TvAbkccD46BHBqzkoGRprYn,58185029,0,10000,McoMNeCDe3oibmCQczP58oyWaQ2YBtrB77SK3RNATxEQDWAAFFJURzoW5htKpN1JMpjCsLCuiHQg1YxGeXPyafm
J2TL2WhHC1d2AtScxtwaHjYWJkGgPbCuQZgNQ7JjMkMq,999975000,0,5000,3H6q365t17LSzpeywfeUqNDsLy2LdfN121cyzeaapieKNzGBUaQBMmozX8ZBNGE7J1jFBxm2XHkyoGXteYAZCJTZ
7hZc5bNgKCNdtAAYN2jrVSdJa6VLouysTRWx5Veja3UP,103716537,1627963,5000,61o5JkjHHURLMYF6jkrxzBPmBSTd7HqWu3kegfqL12iXfJLBKbEXTNvCzja5tk4tv8Baf6Q7adasrtwsALiuZzbn
J2TL2WhHC1d2AtScxtwaHjYWJkGgPbCuQZgNQ7JjMkMq,999985000,0,5000,4dyuC4HkvAPtzFYtUN2rfXshGqxnyaSKFrjg3JPgLQtjDBCDfWLfBmezZXQnGWeifA1FEGeferaaJ21hQjY9TZjD
J2TL2WhHC1d2AtScxtwaHjYWJkGgPbCuQZgNQ7JjMkMq,31996432170,0,5000,4qc5xTwLwTGfrEB6PLhKdPjyvHERwpbeynKP7coMtTzEh8T5BEsZ6z2qBssNncXMALaYhpcrjiGqTzUE8CoFi7Dk
FY33rvPpvexvsoqFzVpyqmJqvRHxQhTJWAWzFmpJNQz7,19070640,0,5000,2XQi5XD9WDmbLvCi759LAsiUzdd7zvxVifLQGQaZb8NnNMjccToiEjziuG4bQYRha3uHFvp74aiPJaCU9eNyX786
AB4rTE2JiKFhnfynUQCovbW75CUxT9LxcJX2SDTbY9gy,1925425000,0,5000,38HM8cV8JzQQUkCpQXSDbT6wM5A8n3L1eyNDb8iXDciHeEN3NJL27zetECusNFnrMLdTVyh2whsUFEoGybH6jZrL
AB4rTE2JiKFhnfynUQCovbW75CUxT9LxcJX2SDTbY9gy,1925430000,0,5000,8cxwXkGio5FkwJ13z5y3hamponYkahRryjPP5WupHtqr8HpaMC19aRVmJGwF5rdRqeTi6Mn8imdHQFw9MV3ZBcS
